participant_id,maxpay,maxfare_1,maxfare_2,maxfare_3,maxfare_4,maxfare_5,maxfare_7,conf_right,conf_safetech,conf_safe,supportl_dv_1,supportl_dv_2,supportl_dv_3,supportl_dv_4,supportl_dv_5,supportl_dv_6,acc_blame_programmer,acc_blame_company,acc_blame_govt,acc_blame_other,acc_blame_other_text,reg_focus_safety,reg_focus_innovation,reg_focus_other,reg_focus_other_text,company_purchase_rank_1,company_purchase_rank_2,company_purchase_rank_3,company_purchase_rank_4,company_purchase_rank_5,company_purchase_rank_6,company_purchase_rank_7,opinions,future,you_alone,friends_alone,family_alone,stranger_alone,you_pass,friends_pass,family_pass,stranger_pass,benefits_oe,risks_oe,media,drive,taxi,publictransit,bike,attn2,firstmover_1,firstmover_2,firstmover_3,firstmover_4,firstmover_5,firstmover_6r,race,edu,status,Employment.Status,Sex,Country.of.Birth,First.Language,Ethnicity..Simplified.,Current.Country.of.Residence,Student.Status,Nationality
5bd06dfc93c2130001c70c68,50000,10,5,5,20,3,3,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,50,50,0,0,,70,20,10,,1,3,2,4,7,5,6,Experts in ethics and social problems,Within 5-10 years,Moderately comfortable,Slightly comfortable,Slightly comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Hopefully accident prevention,Possible technological errors,Within the past month,Never,A few times a year,A few times a year,A few times each month,A few times a year,Agree,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,White,2 year degree,3rd Rung,Full-Time,Female,United States,English,White,,No,United States
5bd44384f656800001b6eae1,50000,10,20,10,20,10,3,Not confident at all,Very confident,Somewhat confident,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,95,5,0,0,,80,20,0,,1,2,3,6,7,4,5,Experts in technology,Within 10-20 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,"Convenience, safety, innovativeness","Safety, flexibility, control",Within the past few years,Never,A few times a year,A few times a year,A few times each month,A few times a year,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,White,4 year degree,8th Rung,Unemployed (and job seeking),Male,United States,English,White,United States,No,United States
5bddd64b48428800013061a6,50000,30,30,30,20,20,5,Somewhat confident,Very confident,Very confident,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,50,50,0,0,,94,6,0,,1,3,2,6,7,5,4,Experts in technology,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,"convenience, traffic reduction","safety, hackers, malfunction",Within the past week,A few times a year,A few times per week,A few times per week,A few times per week,A few times a year,Somewhat agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Black or African American,Some college,7th Rung,NA,Male,United States,English,Black,United States,No,United States
5be2e17261f1a40001a37676,0,5,5,5,20,5,2,Somewhat confident,Somewhat confident,Somewhat confident,Disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Strongly disagree,50,50,0,0,,92,8,0,,3,2,1,4,5,6,7,Experts in technology,Within 10-20 years,Moderately comfortable,Moderately comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,would create employment,physical risk harm,Within the past year,Daily,Less than once a year,Never,Less than once a year,A few times a year,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,White,2 year degree,9th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5be2e7e491deed00015adcb0,60000,15,15,10,20,10,2,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Disagree,34,33,20,13,Owner,80,20,0,,2,5,1,3,4,7,6,The general public,Within 20-50 years,Slightly comfortable,Moderately comfortable,Slightly comfortable,Extremely comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Extremely comfortable,"Lower pollution, accidents",Injuries and fatalities,Within the past week,A few times each month,Never,Never,Never,A few times a year,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,White,4 year degree,7th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5be369b28bc5d60001da2c52,30000,12,12,6,20,5,3,Completely confident,Very confident,Very confident,Agree,Strongly agree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,56,34,10,0,,61,39,0,,1,4,5,3,2,6,7,The autonomous vehicle companies themselves,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Safety and innovation and autonomy would be the biggest benefits with Safety leading.,Hacking would be the biggest challenge for autonomous vehicles. People would be one of the threat.,Within the past few months,Daily,A few times each month,A few times each month,A few times each month,A few times a year,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Black or African American,4 year degree,6th Rung,Full-Time,Male,United States,French,Black,United States,No,United States
5be5c05fd153f500019a2ef2,0,10,0,5,20,0,1,Not confident at all,Not confident at all,Not confident at all,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,8,92,0,0,,100,0,0,,3,2,1,6,7,4,5,The government,Within 5-10 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately uncomfortable,delivering things cheaply,killing innocent people,Within the past month,A few times a year,Less than once a year,A few times each month,A few times per week,A few times a year,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Strongly disagree,White,4 year degree,8th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5be5c60d25507300010d51ca,38500,15,15,15,20,12,2,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,74,10,0,16,Other people or car owners,95,5,0,,3,1,2,4,5,7,6,Experts in ethics and social problems,Within 10-20 years,Moderately comfortable,Moderately comfortable,Slightly uncomfortable,Moderately comfortable,Slightly comfortable,Moderately comfortable,Slightly uncomfortable,Moderately comfortable,No driver costs,Unethical crash choices,Within the past month,Less than once a year,Never,A few times a year,A few times per week,A few times a year,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,White,High school graduate,8th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5be96ce7271bf10001523855,45000,20,22,15,20,15,4,Very confident,Very confident,Very confident,Agree,Strongly agree,Agree,Disagree,Agree,Agree,41,38,21,0,,61,39,0,,1,3,2,5,4,7,6,Experts in ethics and social problems,Within 5-10 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,less deaths vehicles,public acceptance now,Within the past week,A few times a year,A few times per week,A few times each month,A few times per week,A few times a year,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,White,Professional degree,3rd Rung,Part-Time,Male,United States,English,White,United States,No,United States
5bec51ea73b744000158e6e3,35000,5,4,4,20,4,1,Completely confident,Completely confident,Completely confident,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,10,10,20,60,The non autonomus vehicle,50,50,0,,1,3,2,4,7,6,5,Experts in ethics and social problems,Within the next 5 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Less traffic Jams,Idiots Money Grabbers,Within the past few years,Less than once a year,A few times a year,Less than once a year,A few times per week,A few times a year,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,White,Some college,9th Rung,Unemployed (and job seeking),Male,United States,English,White,United States,No,United States
5bedf1dac998f000011f754b,40000,8,10,13,20,8,5,Not very confident,Somewhat confident,Not very confident,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,70,20,10,0,,80,20,0,,NA,NA,NA,NA,NA,NA,NA,The autonomous vehicle companies themselves,Within 5-10 years,Moderately uncomfortable,Slightly comfortable,Moderately uncomfortable,Moderately comfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately comfortable,"ARE MORE DIRECT,",ELECTRICAL FAILURE,Within the past year,Daily,Never,Never,Once a month,A few times a year,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,White,Some college,4th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5bf322d817a7de0001cf6d50,40000,25,1,7,20,1,1,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,29,28,0,43,,100,0,0,,NA,NA,NA,NA,NA,NA,NA,Experts in technology,Within 10-20 years,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,"costs, time, convenience","safety, control, malfunction",Within the past year,A few times per week,Never,Never,Never,A few times a year,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,White,Some college,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5bf412a805d7260001f5247f,0,17,0,10,20,10,0,Not confident at all,Not very confident,Not very confident,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,20,60,0,20,owner of the AV,50,0,50,,3,2,1,6,5,4,7,The government,It will never be widespread,Moderately uncomfortable,Slightly uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Frees up driver,Mechanical/computer failure,Within the past few months,A few times per week,A few times each month,Less than once a year,A few times per week,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,White,2 year degree,7th Rung,Other,Male,United States,English,White,United States,No,United States
5c0017c8f4fb890001d68650,45000,10,10,6,20,10,3,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,21,17,32,30,,80,20,0,,1,6,2,3,4,5,7,Experts in technology,Within 5-10 years,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,decress fatigue accidents,technology break downs,Within the past month,A few times each month,A few times each month,A few times each month,A few times per week,A few times a year,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Black or African American,Some college,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,Black,United States,No,United States
5c0150326a0c6e00013c6068,50000,10,20,10,20,10,2,Very confident,Very confident,Very confident,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,0,82,18,0,,71,29,0,,1,5,4,3,2,6,7,The general public,Within 5-10 years,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,more free time,testing my trust,Within the past week,Never,Never,Less than once a year,A few times each month,A few times a year,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,White,4 year degree,9th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5c03fc30c776820001bdadb3,35000,15,20,10,20,10,3,Somewhat confident,Very confident,Very confident,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,5,70,25,0,,60,40,0,,1,3,2,5,4,7,6,Experts in technology,Within 10-20 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,"safety, environmental, efficient","safety, irresponsible drivers",Within the past month,A few times per week,A few times each month,A few times each month,Daily,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Asian,4 year degree,4th Rung,Full-Time,Female,United States,Chinese,Asian,United States,No,United States
5c040558d30e3200016dc2bf,30000,14,25,17,20,20,25,Somewhat confident,Somewhat confident,Not very confident,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,49,21,21,9,,49,23,28,,NA,NA,NA,NA,NA,NA,NA,The general public,Within 5-10 years,Slightly uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,easy to drive,more accidents involved,Within the past month,Once a month,A few times each month,Once a month,A few times a year,A few times a year,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Black or African American,2 year degree,4th Rung,Unemployed (and job seeking),Female,United States,English,Black,United States,Yes,United States
5c0da14d656168000159da7a,45000,7,5,7,20,5,2,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,20,70,10,0,,90,10,0,,1,5,2,3,4,7,6,Experts in ethics and social problems,Within 5-10 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Moderately comfortable,new multitasking opportunities,launched too soon,Within the past week,Daily,Less than once a year,A few times a year,A few times per week,A few times a year,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,White,Some college,4th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5c101f812a1a620001f04007,40000,10,5,10,20,5,2,Not very confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,90,10,0,0,,100,0,0,,3,2,1,7,4,6,5,The general public,Within 5-10 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,worry free driving,a computer malfunction,Within the past few months,A few times per week,Less than once a year,Less than once a year,A few times a year,A few times a year,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,White,Some college,7th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5c1021a547d07800011a23de,0,5,0,5,20,0,0,Not confident at all,Not very confident,Not very confident,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Strongly disagree,50,50,0,0,,90,10,0,,1,3,2,7,4,5,6,Experts in technology,Within 10-20 years,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,No drunk driving.,No human control.,Within the past few months,A few times per week,A few times a year,Never,A few times a year,A few times a year,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,White,High school graduate,7th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5c106eb4ce422b0001d64776,25000,10,9,10,19,9,2,Not very confident,Somewhat confident,Not very confident,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,40,40,20,0,,86,14,0,,2,3,1,5,4,7,6,The general public,Within 10-20 years,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Less road traffic,Increase in accidents,Within the past few years,Daily,Never,Less than once a year,Daily,A few times a year,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Black or African American,2 year degree,7th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,Black,United States,Yes,United States
5c11543a0f92ef0001d90488,0,0,0,0,20,0,0,Not confident at all,Somewhat confident,Not very confident,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,20,50,30,0,,80,20,0,,2,1,4,5,3,7,6,The general public,Within 5-10 years,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,modern technology prevails,not very safe,Within the past week,Daily,Never,Never,A few times each month,A few times a year,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,White,Some college,9th Rung,Part-Time,Male,United States,English,White,United States,No,United States
5c1199258b095d00015cf0ec,37200,20,8,18,20,15,10,Not very confident,Somewhat confident,Somewhat confident,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,38,57,5,0,,94,4,2,Regulations,3,2,1,7,4,5,6,The general public,Within 10-20 years,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,"Helping disabled and poorer people to get around, especially locally.","Safety - the technology is not nearly ready to be relied upon for many circumstance and conditions (bad weather, specific high contrast environments) as much as we rely on proven technologies, like aircraft/ aviation.",Within the past month,A few times per week,Never,Less than once a year,A few times each month,A few times a year,Disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,White,4 year degree,6th Rung,Part-Time,Male,United States,English,White,United States,No,United States
5c11f8202b16ba0001c8b764,40000,35,26,30,20,20,20,Very confident,Somewhat confident,Somewhat confident,Agree,Agree,Somewhat disagree,Agree,Agree,Disagree,50,35,15,0,,80,20,0,,1,7,6,2,3,4,5,Experts in technology,Within 10-20 years,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly uncomfortable,"Fast, easy, ecofriendly ","Mistakes, malfunctioning, unknown",Within the past year,Daily,Less than once a year,Less than once a year,Daily,A few times a year,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Asian,4 year degree,7th Rung,Unemployed (and job seeking),Female,United States,English,Asian,United States,No,United States
5c128848c8651700019f488d,45000,16,12,13,20,12,12,Somewhat confident,Very confident,Very confident,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,50,50,0,0,,82,18,0,,1,3,2,6,5,7,4,The government,Within 5-10 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,"Safety, Efficiency, Economy","Hacking, Unsupervised, complacency",Within the past month,A few times per week,Less than once a year,Less than once a year,Daily,A few times a year,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,White,4 year degree,5th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5c16087a1f6f15000149a167,25000,8,9,6,20,6,1,Completely confident,Completely confident,Completely confident,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,34,51,15,0,,66,34,0,,1,5,4,7,2,6,3,The general public,Within 10-20 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Making Roads Safer ,Not really sure ,Within the past week,Daily,Once a month,A few times each month,A few times each month,A few times a year,Disagree,Disagree,Agree,Somewhat agree,Agree,Agree,White,4 year degree,6th Rung,Due to start a new job within the next month,Male,United States,English,White,United States,Yes,United States
5c1976c90d57c30001b4162c,0,10,3,5,20,2,2,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,34,33,0,33,the other car,100,0,0,,3,1,2,5,4,6,7,The general public,Within 5-10 years,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,eliminate driver error,autonomous vehicle malfunction,Within the past few months,A few times per week,Less than once a year,Less than once a year,Less than once a year,A few times a year,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,White,Doctorate,5th Rung,Unemployed (and job seeking),Female,United States,English,White,United States,No,United States
5c19fd69e567460001839e98,12000,14,1,7,20,1,1,Not confident at all,Not confident at all,Not confident at all,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,28,59,13,0,,100,0,0,,1,5,4,2,3,6,7,The government,It will never be widespread,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,better traffic flow,possibly avoidable accidents,Within the past month,A few times per week,A few times a year,Less than once a year,Less than once a year,A few times a year,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Black or African American,4 year degree,5th Rung,,Female,United States,English,Black,United States,,United States
5c1afa2037dd01000114f09d,41100,10,7,10,20,7,3,Not very confident,Somewhat confident,Somewhat confident,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,30,50,20,0,,100,0,0,,1,3,2,5,4,7,6,The autonomous vehicle companies themselves,Within 10-20 years,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,tight parallel parking,Unexpected human encounters,Within the past week,A few times a year,A few times each month,Less than once a year,Less than once a year,A few times a year,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Black or African American,4 year degree,5th Rung,Full-Time,Female,United States,English,Black,United States,No,United States
5c1c74700036a80001193c24,45000,24,20,22,20,24,15,Very confident,Somewhat confident,Somewhat confident,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,20,59,21,0,,60,40,0,,1,5,4,2,3,7,6,Experts in technology,Within 10-20 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,"Safety, traffic, convenience","Scary, intrusive, confusing",I have never seen anything about autonomous vehicles,Never,Less than once a year,A few times each month,A few times each month,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,"White,Asian",Some college,2nd Rung,Full-Time,Female,United States,English,White,United States,No,Japan
5c1cef3f99de680001e27679,37000,6,0,6,20,6,0,Not confident at all,Not confident at all,Not confident at all,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,38,37,25,0,,100,0,0,,5,3,4,2,1,6,7,The general public,Within 10-20 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,There are no benefits.,"More distracted drivers, drunk drivers, people sleeping, accidents, deaths and not to mention an increase in auto insurance, just to name a few.",Within the past month,A few times per week,A few times a year,A few times each month,Daily,A few times a year,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Black or African American,Some college,9th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,Black,United States,No,United States
5c1ffe5295f978000173df84,40000,12,12,4,20,6,3,Not confident at all,Not very confident,Not very confident,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,81,16,2,1,,100,0,0,,4,2,1,3,5,7,6,Experts in technology,Within 20-50 years,Slightly uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Extremely uncomfortable,Moderately uncomfortable,"time, efficiency, safety",safety safety safety,Within the past month,Daily,Less than once a year,A few times each month,A few times per week,A few times a year,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,White,Some college,7th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5c26b151c4b6e3000152c0b8,25000,20,20,15,20,15,5,Not very confident,Somewhat confident,Somewhat confident,Agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Agree,50,50,0,0,,80,20,0,,3,2,4,1,7,6,5,Experts in ethics and social problems,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Reduction in traffic inuries and fatalities,Insurance might make them uneconomical,Within the past week,Daily,Never,A few times each month,A few times per week,A few times a year,Somewhat disagree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,White,Doctorate,3rd Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United Kingdom,English,White,United States,No,United Kingdom
5c2854db89f035000174b3d0,45000,8,7,5,20,4,2,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,25,50,25,0,,80,20,0,,1,5,4,3,2,6,7,Experts in ethics and social problems,Within 10-20 years,Moderately comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,"Efficiency, reliability, safety","technology, capitalism, malfunction",Within the past month,Daily,A few times each month,A few times a year,Once a month,A few times a year,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Disagree,"White,Black or African American",2 year degree,6th Rung,Full-Time,Male,United States,English,Mixed,United States,No,United States
5c2cdb4e213a1a0001b9c475,45000,6,5,3,20,2,1,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,90,10,0,0,,90,10,0,,1,3,2,5,4,7,6,Experts in technology,Within 5-10 years,Slightly comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,help for disabled,ethical dilemma crashes,Within the past week,A few times per week,A few times a year,Less than once a year,A few times a year,A few times a year,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,White,Some college,5th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5c3399d8cb218a000176c6c6,25000,10,10,5,20,2,3,Not very confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,70,5,25,0,,90,10,0,,1,6,2,3,4,5,7,The general public,Within 10-20 years,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Moderately comfortable,"convenience, innovation, consistency","non-human, uncritical, processing",Within the past month,Daily,Less than once a year,Less than once a year,A few times each month,A few times a year,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,White,4 year degree,5th Rung,Part-Time,Male,United States,English,White,United States,Yes,United States
